"sort_to_sheet","mat_type_code","mat_type","first_item_itype","call_number","isbn","bib_record_num","bib_record_id","publish_year","cataloging_date","best_title","best_title_norm","call_number","volume_statement","oldest_hold_date","newest_hold_date","bib_locations","abbv_bib_locations","count_active_holds","count_active_copies","count_copies_on_order"
"irf","a","Book","10","651.3741 q86  .2","9780471821564","b1169043a","420907964051","1986","1992-03-22","Secretarial procedures for the electronic office","secretarial procedures for the electronic office","651.3741 q86  .2","","2019-03-01","2019-03-01","2ga","2g","1","0","0"
"irf","a","Book","0","615.324324 w676 ,     1997","9780135228715","b1649747a","420908444755","1997","1997-05-01","Garlic : nature's super healer","garlic natures super healer","615.324324 w676 ,     1997","","2019-05-17","2019-05-17","2sa","2s","1","0","0"
"irf","a","Book","0","361.3076 qa8612     2017","9781628453904","b3253656a","420910048664","2017","2017-04-17","ASWB clinical study guide","aswb clinical study guide","361.3076 qa8612     2017","","2019-06-25","2019-06-25","2ra","2r","1","0","0"
"irf","a","Book","0","616.85227 c899","9780830734894","b2523560a","420909318568","2004","2005-01-07","The obsessive-compulsive trap : real help for a real disorder","obsessive compulsive trap real help for a real disorder","616.85227 c899","","2019-04-19","2019-04-19","3ra","3r","1","0","0"
"irf","a","Book","0","891.7342 g878 zgr     2013","9781590176184","b2877323a","420909672331","2013","2013-07-03","An Armenian sketchbook","armenian sketchbook","891.7342 g878 zgr     2013","","2019-04-24","2019-04-24","3ra","3r","1","0","0"
"irf","a","Book","0","222.4 a569      2009","9780805494662","b3158825a","420909953833","2009","2016-03-28","I & II Samuel","i and ii samuel","222.4 a569      2009","","2018-09-26","2018-09-26","2ra","2r","1","0","0"
"irf","a","Book","0","914.60482 c595","","b1983369a","420908778377","1971","1992-03-22","All the best in Spain and Portugal.","all the best in spain and portugal","914.60482 c595","","2018-08-29","2018-08-29","3ha","3h","1","0","0"
"irf","a","Book","0","783.22 b415 zf","9780684162287","b1414434a","420908209442","1979","1989-04-02","Beethoven's Missa Solemnis","beethovens missa solemnis","783.22 b415 zf","","2019-03-04","2019-03-04","3aa","3a","1","0","0"
"irf","a","Book","0","741.56973 fm391","9780756655303","b2734736a","420909529744","2009","2009-12-01","The Marvel Comics encyclopedia : a complete guide to the characters of the Marvel Universe","marvel comics encyclopedia a complete guide to the characters of the marvel universe","741.56973 fm391","","2019-06-24","2019-06-24","wha","wh","1","0","0"
"irf","c","Music Score","157","m6.21825 fh571","68015","b2291907a","420909086915","2002","2004-06-14","24 variations on a Bach chorale : piano solo","24 variations on a bach chorale piano solo","m6.21825 fh571","","2019-07-01","2019-07-01","3ra","3r","1","0","0"
"irf","a","Book","0","796.352092 w897 zo,     2001","9780743222341","b1969426a","420908764434","2001","2001-11-15","The chosen one : Tiger Woods and the dilemma of greatness","chosen one tiger woods and the dilemma of greatness","796.352092 w897 zo,     2001","","2018-09-26","2018-09-26","3ra","3r","1","0","0"
"irf","a","Book","0","641.5088 q88","9780934672702","b1240718a","420908035726","1988","2004-08-09","The best of Amish cooking : traditional and contemporary recipes adapted from the kitchens and pantries of old order Amish cooks","best of amish cooking traditional and contemporary recipes adapted from the kitchens and pantries of old order amish cooks","641.5088 q88","","2019-01-16","2019-01-16","2sa","2s","1","0","0"
"irf","a","Book","0","796.522097 r628","9781555914127","b2780439a","420909575447","1999","2006-06-23","Colorado's fourteeners : from hikes to climbs","colorados fourteeners from hikes to climbs","796.522097 r628","","2019-06-23","2019-06-23","3ra","3r","1","0","0"
"irf","a","Book","0","745.546 qd2612","9780823012893","b1785281a","420908580289","2001","2001-05-21","The decoupage gallery : a collection of over 450 color and 550 black-and-white design motifs","decoupage gallery a collection of over 450 color and 550 black and white design motifs","745.546 qd2612","","2019-06-04","2019-06-04","3aa","3a","1","0","0"
"irf","a","Book","0","746.443041 qh224 c","9780715326886","b2659987a","420909454995","2008","2008-09-09","Cross stitch art nouveau : over 70 inspirational designs","cross stitch art nouveau over 70 inspirational designs","746.443041 qh224 c","","2019-04-03","2019-04-03","3ra","3r","1","0","0"
"irf","c","Music Score","157","m3.065 fb474 b","9780793523955","b1357750a","420908152758","1994","1994-07-20","The best of George Benson.","best of george benson","m3.065 fb474 b","","2019-05-29","2019-05-29","3ra","3r","1","0","0"
"irf","a","Book","0","790.1926 d997","9780863884399","b2615468a","420909410476","2010","2010-11-22","Memory games for groups","memory games for groups","790.1926 d997","","2019-01-09","2019-01-09","osa","os","1","0","0"
"irf","a","Book","","915.904f653","01608991","b1014313a","420907809321","1975","1990-04-25","Fodor's Southeast Asia.","fodors southeast asia","915.904f653","","2018-11-29","2018-11-29","ana,baa,dta,gea,gra,haa,hpa,maa,2ra,nra,sha,sma","an,ba,dt,ge,gr,ha,hp,ma,2r,nr,sh,sm","1","0","0"
"irf","a","Book","0","741.9492 qb742 zb","97808567009270856700975","b1105528a","420907900536","1973","1992-03-22","The complete drawings of Hieronymus Bosch [introduction and notes by] Charles van Beuningen.","complete drawings of hieronymus bosch introduction and notes by charles van beuningen","741.9492 qb742 zb","","2019-02-23","2019-02-23","3aa","3a","1","0","0"
"irf","a","Book","0","332.6 m255      2014","9781118929001","b2983887a","420909778895","2014","2014-08-25","The 5 mistakes every investor makes and how to avoid them : getting investing right","5 mistakes every investor makes and how to avoid them getting investing right","332.6 m255      2014","","2019-01-20","2019-01-20","2ra","2r","1","0","0"
"irf","a","Book","0","746.46041 qm374 l,     2003","9781571202079","b2452888a","420909247896","2003","2004-10-28","Liberated string quilts","liberated string quilts","746.46041 qm374 l,     2003","","2018-12-24","2018-12-24","3aa","3a","1","0","0"
"irf","a","Book","0","362.196831 b435","9781878812353","b2710782a","420909505790","1997","2005-12-22","The best friends approach to Alzheimer's care","best friends approach to alzheimers care","362.196831 b435","","2019-04-26","2019-04-26","osa","os","1","0","0"
"irf","a","Book","0","372.414 b918","9781879129009","b1392580a","420908187588","1991","1992-03-03","Teach a beginning reader with common sense and a cookie sheet : a guide for parents","teach a beginning reader with common sense and a cookie sheet a guide for parents","372.414 b918","","2019-04-29","2019-04-29","2ra","2r","1","0","0"
"irf","a","Book","0","370.92 w317 zsm","9781566637251","b2627457a","420909422465","2009","2009-06-10","Booker T. Washington : black leadership in the age of Jim Crow","booker t washington black leadership in the age of jim crow","370.92 w317 zsm","","2019-04-01","2019-04-01","2ra","2r","1","0","0"
"irf","a","Book","0","746.46041 qz72","9780873492393","b1789140a","420908584148","2001","2001-05-29","Quick quilted miniatures","quick quilted miniatures","746.46041 qz72","","2019-01-31","2019-01-31","sma","sm","1","0","0"
"irf","a","Book","0","940.481 a42","","b1022712a","420907817720","1926","1992-03-22","Toward the flame,","toward the flame","940.481 a42","","2019-05-19","2019-05-19","3ha","3h","1","0","0"
"irf","a","Book","0","781.54 k82  zs     2015","9781628928532","b3045001a","420909840009","2015","2015-05-15","Super Mario Bros.","super mario bros","781.54 k82  zs     2015","","2019-01-19","2019-01-19","3ra","3r","1","0","0"
"irf","a","Book","0","821.008092 r237","9780571119769","b1022080a","420907817088","1985","1992-03-22","The Rattle bag : an anthology of poetry","rattle bag an anthology of poetry","821.008092 r237","","2019-03-31","2019-03-31","3la","3l","1","0","0"
"irf","a","Book","0","770.9 fa581      2014","9781465422880","b3014591a","420909809599","2014","2014-12-08","Photography : the definitive visual history","photography the definitive visual history","770.9 fa581      2014","","2019-02-06","2019-02-06","3ra","3r","1","0","0"
"irf","a","Book","0","629.133349       82.1","9780312296858","b1099151a","420907894159","1982","1992-03-22","Flying Concorde","flying concorde","629.133349       82.1","","2019-05-07","2019-05-07","3ra","3r","1","0","0"
"irf","a","Book","0","382.71 r696      2018","9780691177847","b3310586a","420910105594","2018","2017-11-13","Straight talk on trade : ideas for a sane world economy","straight talk on trade ideas for a sane world economy","382.71 r696      2018","","2019-06-10","2019-06-10","2ra","2r","1","0","0"
"irf","a","Book","0","616.831 d229","9781932603125","b2775699a","420909570707","2005","2006-04-06","Alzheimer's disease","alzheimers disease","616.831 d229","","2019-01-28","2019-01-28","3ra","3r","1","0","0"
"irf","a","Book","0","b l4194lu","","b1081215a","420907876223","1932","1992-03-22","Lorenzo in Taos.","lorenzo in taos","b l4194lu","","2019-07-02","2019-07-02","3la","3l","1","0","0"
"irf","a","Book","0","746.432 n598      2013","9781250025135","b2875621a","420909670629","2013","2013-06-20","50 sunflowers to knit, crochet & felt : patterns and projects packed with lush and vibrant colors that you will love to make","50 sunflowers to knit crochet and felt patterns and projects packed with lush and vibrant colors that you will love to make","746.432 n598      2013","","2019-04-01","2019-04-01","3ra","3r","1","0","0"
"irf","a","Book","0","495.783421 d376 ,     2005","9780804835961","b2452341a","420909247349","2005","2006-06-19","Instant Korean : how to express 1,000 different ideas with just 100 key words and phrases","instant korean how to express 1 000 different ideas with just 100 key words and phrases","495.783421 d376 ,     2005","","2019-03-05","2019-03-05","2ra","2r","1","0","0"
"irf","a","Book","0","220.93 m998 ,     2004","9781880317730","b2619361a","420909414369","2004","2005-07-22","Mysteries of the Bible : from the location of Eden to the Shroud of Turin : a collection of essays published by the Biblical Archaeology Society","mysteries of the bible from the location of eden to the shroud of turin a collection of essays published by the biblical archaeology society","220.93 m998 ,     2004","","2018-10-24","2018-10-24","2ra","2r","1","0","0"
"irf","a","Book","0","708.0092 h798 zh     2017","9781632865298","b3280356a","420910075364","2017","2017-06-12","The dream colony : a life in art","dream colony a life in art","708.0092 h798 zh     2017","","2019-02-19","2019-02-19","3ra","3r","1","0","0"
"irf","a","Book","0","629.26 qp252","9780760315835","b2190963a","420908985971","2003","2004-02-20","How to paint your car","how to paint your car","629.26 qp252","","2019-04-29","2019-04-29","3ra","3r","1","0","0"
"irf","a","Book","0","809.04 w9562","","b1082439a","420907877447","1958","1992-03-22","Writers at work : the Paris review interviews.","writers at work the paris review interviews","809.04 w9562","v.01","2019-06-24","2019-06-24","3la","3l","1","0","0"
"irf","a","Book","0","306.766309 b719 zb","9781555836207","b1973810a","420908768818","2002","2002-06-27","The end of innocence : a memoir","end of innocence a memoir","306.766309 b719 zb","","2019-07-02","2019-07-02","2ra","2r","1","0","0"
"irf","a","Book","0","746.432 qv888 k,     1989","9780394571867","b1371771a","420908166779","1989","1991-06-11","Vogue knitting : the ultimate knitting book","vogue knitting the ultimate knitting book","746.432 qv888 k,     1989","","2019-01-18","2019-01-18","3aa","3a","1","0","0"
"irf","a","Book","0","712.6 qs958","","b2223434a","420909018442","1960","1992-03-22","Garden & patio building book; five complete Sunset books in one volume to cover your basic outdoor building needs.","garden and patio building book five complete sunset books in one volume to cover your basic outdoor building needs","712.6 qs958","","2019-07-02","2019-07-02","3aa","3a","1","0","0"
"irf","a","Book","0","704.943679 fn253 ,     1995","9780520203624","b1537023a","420908332031","1995","1996-02-27","Facing Eden : 100 years of landscape art in the Bay area","facing eden 100 years of landscape art in the bay area","704.943679 fn253 ,     1995","","2019-07-03","2019-07-03","3ra","3r","1","0","0"
"irf","a","Book","10","615.05 qp97","00934461","b1119697a","420907914705","1974","2017-01-06","Physicians' desk reference.","physicians desk reference","615.05 qp97","69th_ed. 2015","2018-09-17","2018-09-17","ana,ava,baa,bha,cha,cla,coa,cra,cva,epa,foa,gea,gra,haa,lva,maa,2ra,2sa,mna,moa,mwa,nra,nsa,nwa,oaa,pla,pra,rea,sha,sba,sma,wha,wwa,wya","an,av,ba,bh,ch,cl,co,cr,cv,ep,fo,ge,gr,ha,lv,ma,2r,2s,mn,mo,mw,nr,ns,nw,oa,pl,pr,re,sh,sb,sm,wh,ww,wy","1","0","0"
"irf","a","Book","10","016.9769 j61  k","","b1526762a","420908321770","1936","1989-04-06","Kentucky history, a check and finding list of the principal published and manuscript sources of the general, regional, and county history of the commonwealth, 1729-1936,","kentucky history a check and finding list of the principal published and manuscript sources of the general regional and county history of the commonwealth 1729 1936","016.9769 j61  k","","2019-03-29","2019-03-29","3ha","3h","1","0","0"
"irf","a","Book","10","782.42092273 g773","9780313285103","b1256645a","420908051653","1993","1993-06-29","American women songwriters : a biographical dictionary","american women songwriters a biographical dictionary","782.42092273 g773","","2019-06-16","2019-06-16","3aa","3a","1","0","0"
"irf","a","Book","0","848.91409 s251 zg","9780226287973","b1339317a","420908134325","1989","1991-04-11","Jean-Paul Sartre : hated conscience of his century","jean paul sartre hated conscience of his century","848.91409 s251 zg","","2019-05-02","2019-05-02","3ra,3la","3r,3l","1","0","0"
"irf","a","Book","0","133.9013 e26","9781573920056","b1592982a","420908387990","1996","1996-08-09","Reincarnation : a critical examination","reincarnation a critical examination","133.9013 e26","","2019-04-10","2019-04-10","2ra","2r","1","0","0"
"irf","a","Book","10","366.1097 m972","9780520027053","b2477158a","420909272166","1975","1992-03-22","Middle-class blacks in a white society : Prince Hall Freemasonry in America","middle class blacks in a white society prince hall freemasonry in america","366.1097 m972","","2019-05-14","2019-05-14","2ea","2e","1","0","0"
"irf","a","Book","0","204.4 l841      2017","9780553418675","b3296062a","420910091070","2017","2017-08-14","The mind of God : neuroscience, faith, and a search for the soul","mind of god neuroscience faith and a search for the soul","204.4 l841      2017","","2018-09-17","2018-09-17","2ra","2r","1","0","0"
"irf","a","Book","0","349.73092 a161","9780385194327","b2302160a","420909097168","1986","1992-03-22","Where they are now : the story of the women of Harvard Law 1974","where they are now the story of the women of harvard law 1974","349.73092 a161","","2018-10-04","2018-10-04","2ga","2g","1","0","0"
"irf","a","Book","0","793.3 s979","9780689309434","b2347914a","420909142922","1982","1992-03-22","Dancers! : horizons in American dance","dancers horizons in american dance","793.3 s979","","2018-08-02","2018-08-02","3aa","3a","1","0","0"
"irf","a","Book","0","728.922097 fs697      1997","9780760706893","b2792428a","420909587436","1997","2012-07-26","The old barn book","old barn book","728.922097 fs697      1997","","2019-02-07","2019-02-07","osa","os","1","0","0"
"irf","a","Book","0","746.46 qr643 ,     1995","9781564771117","b1680221a","420908475229","1995","1995-06-09","Decoupage quilts","decoupage quilts","746.46 qr643 ,     1995","","2019-01-31","2019-01-31","3aa","3a","1","0","0"
"irf","a","Book","0","629.287 q88  .2","9780801978906","b1028718a","420907823726","1988","1992-03-22","Chilton's guide to automatic transmission repair, 1980-84: domestic cars & trucks.","chiltons guide to automatic transmission repair 1980 84 domestic cars and trucks","629.287 q88  .2","","2018-10-21","2018-10-21","2sa","2s","1","0","0"
"irf","a","Book","0","286.1092 f831 zs,     2005","9780316160377","b2556205a","420909351213","2005","2005-02-17","Singing in a strange land : C. L. Franklin, the Black church, and the transformation of America","singing in a strange land c l franklin the black church and the transformation of america","286.1092 f831 zs,     2005","","2018-09-10","2018-09-10","2ra","2r","1","0","0"
"irf","a","Book","0","778.6 fl695      1951","","b1636769a","420908431777","1951","1989-04-20","The art and technique of color photography; a treasury of color photographs","art and technique of color photography a treasury of color photographs","778.6 fl695      1951","","2019-06-14","2019-06-14","3aa","3a","1","0","0"
"irf","a","Book","0","781.57 j84","9780306805561","b1343834a","420908138842","1994","1994-06-16","Free jazz","free jazz","781.57 j84","","2019-04-08","2019-04-08","3aa","3a","1","0","0"
"irf","a","Book","0","793.74 g227 mc","9780883855065","b1526429a","420908321437","1992","1995-02-15","Mathematical circus : more puzzles, games, paradoxes and other mathematical entertainments from Scientific American","mathematical circus more puzzles games paradoxes and other mathematical entertainments from scientific american","793.74 g227 mc","","2019-04-22","2019-04-22","3ra","3r","1","0","0"
"irf","a","Book","0","493.111 m279","9780500290286","b2738398a","420909533406","2012","2012-06-07","Egyptian hieroglyphs for complete beginners","egyptian hieroglyphs for complete beginners","493.111 m279","","2019-03-24","2019-03-24","2ra","2r","1","0","0"
"irf","-","Undefined","0","xx(1328120.1)","","b2260572a","420909055580","1967","1992-03-22","Baseball-istics : the basic physics of baseball","baseball istics the basic physics of baseball","xx(1328120.1)","","2019-03-12","2019-03-12","2sa","2s","1","0","0"
"irf","a","Book","0","796.64 z78","9781931382434","b2372113a","420909167121","2004","2004-07-31","Zinn's cycling primer : maintenance tips and skill building for cyclists","zinns cycling primer maintenance tips and skill building for cyclists","796.64 z78","","2019-06-14","2019-06-14","3ra","3r","1","0","0"
"irf","a","Book","0","320.014 h551 ,     2002","9780375714498","b1768522a","420908563530","2002","2002-07-25","Manufacturing consent : the political economy of the mass media","manufacturing consent the political economy of the mass media","320.014 h551 ,     2002","","2018-06-28","2018-06-28","2ra","2r","1","0","0"
"irf","a","Book","10","658.041 h889 s,     1999","9780761519744","b1791130a","420908586138","1999","1999-09-21","101 best home-business success secrets for women : proven ideas and strategies to help you start, manage, and profit from whichever business you choose","101 best home business success secrets for women proven ideas and strategies to help you start manage and profit from whichever business you choose","658.041 h889 s,     1999","","2019-04-16","2019-04-16","2ra","2r","1","0","0"
"irf","a","Book","0","264.2 g232 ,     1996","9780802838025","b1538311a","420908333319","1996","1997-06-26","Songs in the night : inspiring stories behind 100 hymns born in trial and suffering","songs in the night inspiring stories behind 100 hymns born in trial and suffering","264.2 g232 ,     1996","","2019-01-30","2019-01-30","2ra,2ea","2r,2e","1","0","0"
"irf","a","Book","0","307.760979 s688 ,     2000","9781859847947","b1977132a","420908772140","2000","2001-02-02","Hollow city : the siege of San Francisco and the crisis of American urbanism","hollow city the siege of san francisco and the crisis of american urbanism","307.760979 s688 ,     2000","","2019-03-08","2019-03-08","2ra","2r","1","0","0"
"irf","a","Book","0","362.292 b753      2017","9781631522147","b3284472a","420910079480","2017","2017-06-29","Raising the bottom : making mindful choices in a drinking culture","raising the bottom making mindful choices in a drinking culture","362.292 b753      2017","","2019-07-04","2019-07-04","2ra","2r","1","0","0"
"irf","a","Book","10","610.73 q84  .1","9780668058582","b2049216a","420908844224","1984","1992-03-22","Nurse's aide handbook","nurses aide handbook","610.73 q84  .1","","2019-04-20","2019-04-20","2sa","2s","1","0","0"
"irf","a","Book","0","226.2 f791      1938","","b1011746a","420907806754","1938","1989-03-31","The Sermon on the Mount; a general introduction to scientific Christianity in the form of a spiritual key to Matthew V, VI and VII.","sermon on the mount a general introduction to scientific christianity in the form of a spiritual key to matthew v vi and vii","226.2 f791      1938","","2018-12-05","2018-12-05","2ea","2e","1","0","0"
"irf","a","Book","0","641.5973 qa51292","9780313376986","b2686278a","420909481286","2011","2012-04-05","American food by the decades","american food by the decades","641.5973 qa51292","","2019-06-11","2019-06-11","ana,3ra","an,3r","1","0","0"
"irf","a","Book","0","781.635 j17","9780914366096","b1248224a","420908043232","1979","1992-03-22","Conductors on conducting","conductors on conducting","781.635 j17","","2019-01-06","2019-01-06","3aa","3a","1","0","0"
"irf","a","Book","0","363.3217 k64 2018","9781101871997","b3391652a","420910186660","2018","2018-11-15","A savage order : how the world's deadliest countries can forge a path to security","savage order how the worlds deadliest countries can forge a path to security","363.3217 k64 2018","","2019-06-19","2019-06-19","2ra","2r","1","0","0"
"irf","a","Book","0","821.7 b636 zau","9780819152206","b1214935a","420908009943","1986","1992-03-22","Watchmen of eternity : Blake's debt to Jacob Boehme","watchmen of eternity blakes debt to jacob boehme","821.7 b636 zau","","2019-05-22","2019-05-22","3la","3l","1","0","0"
"irf","a","Book","0","613.25 a551","9780446562058","b2738062a","420909533070","2011","2012-06-07","Tracy Anderson's 30-day method : the weight-loss kick-start that makes perfection possible","tracy andersons 30 day method the weight loss kick start that makes perfection possible","613.25 a551","","2019-04-02","2019-04-02","haa,lva,3ra,rea","ha,lv,3r,re","1","0","0"
"irf","a","Book","0","495.922834 p535      2013","9780804842471","b2975527a","420909770535","2013","2014-07-02","Essential Vietnamese : speak Vietnamese with confidence","essential vietnamese speak vietnamese with confidence","495.922834 p535      2013","","2019-06-14","2019-06-14","2ra","2r","1","0","0"
"irf","a","Book","0","616.89156 d618","9780789007971","b1906458a","420908701466","2000","2001-07-16","Diverse families, competent families : innovations in research and preventive intervention practice","diverse families competent families innovations in research and preventive intervention practice","616.89156 d618","","2019-02-11","2019-02-11","2sa","2s","1","0","0"
"irf","a","Book","0","248.4 m465 ,     2002","9781564765161","b1799767a","420908594775","2002","2003-02-28","Be all you can be","be all you can be","248.4 m465 ,     2002","","2018-07-27","2018-07-27","2ra,oaa","2r,oa","1","0","0"
"irf","a","Book","0","795.415 k29  te,     1991","9780575030046","b1382899a","420908177907","1991","1994-07-01","Test your finessing","test your finessing","795.415 k29  te,     1991","","2018-10-26","2018-10-26","3ra","3r","1","0","0"
"irf","a","Book","0","811.54 w994 lo","","b1084590a","420907879598","1967","1992-03-22","Love poems for the very married.","love poems for the very married","811.54 w994 lo","","2019-02-08","2019-02-08","3ra","3r","1","0","0"
"irf","a","Book","0","746.430432 qb649 ,     2002","9781570762345","b1865422a","420908660430","2002","2003-04-11","The baby knits book : the ultimate collection of knitwear designs for newborns to 3-year-olds","baby knits book the ultimate collection of knitwear designs for newborns to 3 year olds","746.430432 qb649 ,     2002","","2018-12-12","2018-12-12","3aa","3a","1","0","0"
"irf","a","Book","0","613.262 r634","9781573244879","b2782692a","420909577700","2011","2011-08-25","The food revolution : how your diet can help save your life and our world","food revolution how your diet can help save your life and our world","613.262 r634","","2019-02-02","2019-02-02","3ra","3r","1","0","0"
"irf","a","Book","0","616.852       78","9780668042413","b1227208a","420908022216","1978","1992-03-22","How to end mental depression","how to end mental depression","616.852       78","","2019-05-20","2019-05-20","2sa","2s","1","0","0"
"irf","a","Book","0","301.154 b52  e","","b1312853a","420908107861","1955","1989-03-27","The engineering of consent.","engineering of consent","301.154 b52  e","","2019-06-07","2019-06-07","2ea","2e","1","0","0"
"irf","c","Music Score","157","m5.5 c780","8394","b1085656a","420907880664","1967","1996-04-03","An outdoor overture : for orchestra","outdoor overture for orchestra","m5.5 c780","","2019-03-14","2019-03-14","3aa","3a","1","0","0"
"irf","a","Book","0","786.916509 l675zs 2014","9781574416534","b3416981a","420910211989","2014","2019-01-16","The view from the back of the band : the life and music of Mel Lewis","view from the back of the band the life and music of mel lewis","786.916509 l675zs 2014","","2019-05-29","2019-05-29","2ra","2r","1","0","0"
"irf","a","Book","0","813.54 l521 lzb","9781555460648","b1168161a","420907963169","1987","1989-02-03","Ursula K. Le Guin's the left hand of darkness","ursula k le guins the left hand of darkness","813.54 l521 lzb","","2019-05-22","2019-05-22","3la","3l","1","0","0"
"irf","a","Book","0","232 w952","9780830822003","b1862336a","420908657344","1999","2000-05-17","The challenge of Jesus : rediscovering who Jesus was and is","challenge of jesus rediscovering who jesus was and is","232 w952","","2019-04-10","2019-04-10","cra","cr","1","0","0"
"irf","a","Book","0","791.430233 w673 za","9780786408214","b1810797a","420908605805","2000","2002-01-15","Billy Wilder, American film realist","billy wilder american film realist","791.430233 w673 za","","2019-06-29","2019-06-29","3ra","3r","1","0","0"
"irf","a","Book","0","385.5 c382","9780801579806","b2488216a","420909283224","1976","1992-03-22","Trolleys : riding and remembering the electric interurban railways","trolleys riding and remembering the electric interurban railways","385.5 c382","","2019-05-24","2019-05-24","2ga","2g","1","0","0"
"irf","a","Book","0","559.9       82","9780684174846","b1471189a","420908266197","1982","1992-03-22","Planets of rock and ice : from Mercury to the moons of Saturn","planets of rock and ice from mercury to the moons of saturn","559.9       82","","2018-12-12","2018-12-12","2sa","2s","1","0","0"
"irf","a","Book","0","184 p718 aew","9780801411274","b2078049a","420908873057","1979","1992-03-22","Plato's ""Apology of Socrates"" : an interpretation, with a new translation","platos apology of socrates an interpretation with a new translation","184 p718 aew","","2018-07-15","2018-07-15","2ea","2e","1","0","0"
"irf","a","Book","0","617.43 k96","9780764584473","b2714452a","420909509460","2005","2005-11-21","Weight loss surgery for dummies","weight loss surgery for dummies","617.43 k96","","2019-05-09","2019-05-09","haa,3ra","ha,3r","1","0","0"
"irf","a","Book","10","133.43 qc9531","9780877289197","b1687624a","420908482632","1997","1998-05-01","Magick : Liber ABA, book four, parts I-IV","magick liber aba book four parts i iv","133.43 qc9531","","2019-04-12","2019-04-12","2ea","2e","1","0","0"
"irf","a","Book","0","635 qc295      2015","9781603585736","b3045356a","420909840364","2015","2015-05-21","The organic medicinal herb farmer : the ultimate guide to producing high-quality herbs on a market scale","organic medicinal herb farmer the ultimate guide to producing high quality herbs on a market scale","635 qc295      2015","","2019-02-21","2019-02-21","3ra,mwa","3r,mw","1","0","0"
"irf","a","Book","0","947.52 b112 zbae","9780802118608","b2567515a","420909362523","2007","2008-01-17","One soldier's war","one soldiers war","947.52 b112 zbae","","2019-05-07","2019-05-07","3ra","3r","1","0","0"
"irf","a","Book","0","613.2 c321","9780767930123","b2668172a","420909463180","2009","2009-08-03","A long bright future : an action plan for a lifetime of happiness, health, and financial security","long bright future an action plan for a lifetime of happiness health and financial security","613.2 c321","","2019-06-02","2019-06-02","3ra,2sa","3r,2s","1","0","0"
"irf","a","Book","0","759.13 qw576 zr","9780300135459","b2606008a","420909401016","2007","2008-03-12","A fragile modernism : Whistler and his impressionist followers","fragile modernism whistler and his impressionist followers","759.13 qw576 zr","","2019-04-23","2019-04-23","3ra","3r","1","0","0"
"irf","a","Book","0","796.48 s761","9780192804334","b2396021a","420909191029","2004","2004-07-31","The ancient Olympics","ancient olympics","796.48 s761","","2018-12-07","2018-12-07","3ra","3r","1","0","0"
"irf","a","Book","0","323.3291 b236","9780822320579","b1698822a","420908493830","1998","1998-07-08","Ethics of citizenship : immigration and group rights in Germany","ethics of citizenship immigration and group rights in germany","323.3291 b236","","2019-06-07","2019-06-07","2ra","2r","1","0","0"
"irf","a","Book","0","363.283094 g3731zf","9781862075801","b1997942a","420908792950","2003","2003-07-14","Stasiland","stasiland","363.283094 g3731zf","","2019-05-22","2019-05-22","2ra","2r","1","0","0"
"irf","a","Book","0","305 f234","9780520243262","b2615518a","420909410526","2005","2009-04-29","Pathologies of power : health, human rights, and the new war on the poor : with a new preface by the author","pathologies of power health human rights and the new war on the poor with a new preface by the author","305 f234","","2019-05-08","2019-05-08","2ra","2r","1","0","0"
"irf","a","Book","0","283.092 d718","9780877884798","b1658484a","420908453492","1998","1998-08-20","A love observed : Joy Davidman's life & marriage to C.S. Lewis","love observed joy davidmans life and marriage to c s lewis","283.092 d718","","2019-04-20","2019-04-20","2ea","2e","1","0","0"
"irf","a","Book","0","294.3 c539","","b1941277a","420908736285","2003","2003-06-09","Buddhism : the wisdom of compassion and awakening","buddhism the wisdom of compassion and awakening","294.3 c539","","2019-06-13","2019-06-13","2ra","2r","1","0","0"
"irf","a","Book","0","641.65642 d265","9781603424783","b2773993a","420909569001","2010","2010-02-28","Tomato : a fresh-from-the-vine cookbook","tomato a fresh from the vine cookbook","641.65642 d265","","2019-05-25","2019-05-25","haa,3ra,sma","ha,3r,sm","1","0","0"
"irf","a","Book","0","940.548 h853","","b1499651a","420908294659","1951","1992-03-22","Across to Norway.","across to norway","940.548 h853","","2019-05-26","2019-05-26","3ha","3h","1","0","0"
"irf","a","Book","10","364.1523 j72  zc","9780962287503","b1219685a","420908014693","1989","1990-10-26","Horror in Hocking County","horror in hocking county","364.1523 j72  zc","","2019-04-30","2019-04-30","2ea","2e","1","0","0"
"irf","a","Book","0","791.45028 f191 zf","9780786717958","b2594113a","420909389121","2006","2006-09-20","Just one more thing","just one more thing","791.45028 f191 zf","","2019-05-18","2019-05-18","3aa","3a","1","0","0"
"irf","a","Book","10","759.4 qi55  b2","","b1635482a","420908430490","1930","1997-01-16","Un choix de dessins de Jean Dominique Ingres.","un choix de dessins de jean dominique ingres","759.4 qi55  b2","","2019-03-08","2019-03-08","3aa","3a","1","0","0"
"irf","a","Book","0","748.2075 w2774","","b2561129a","420909356137","2002","2010-08-16","Warman's Depression glass field guide.","warmans depression glass field guide","748.2075 w2774","2010","2019-01-26","2019-01-26","baa,3ra","ba,3r","1","0","0"
"irf","a","Book","0","510.71 l816      2009","9781934137178","b3312957a","420910107965","2009","2017-12-06","A mathematician's lament","mathematicians lament","510.71 l816      2009","","2018-08-13","2018-08-13","2ra","2r","1","0","0"
